Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
ESHT023-13	Sociologia dos Territórios	4-0-4	Não há	Principais abordagens em sociologia urbana e em sociologia rural e a superação do enfoque dicotômico - o urbano e o rural como oposições estanques - e do enfoque do continuum rural-urbano - o rural como extensão incompleta do urbano. Abordagem sociológica dos territórios envolvendo os campos e suas cidades - as complementaridades entre o rural e o urbano a partir da especificidade de cada um destes espaços. Bases teóricas da Sociologia rural e da Sociologia urbana na primeira metade do século XX. Três dimensões definidoras das diferenças entre o rural e o urbano em perspectiva temporal: relações sociedade-natureza, relações rural-urbano, relações interpessoais. Novas dinâmicas espaciais na virada para o século XXI e a emergência da abordagem territorial: novas funções das cidades, novas funções do rural; Abordagens contemporâneas do rural e do urbano: enfoque estrutural, enfoque funcional e enfoque relacional. Tendências recentes do desenvolvimento urbano e do desenvolvimento rural: interdependências e especificidades. Implicações para o planejamento territorial.	"GOTTDIENER, M. A produção social do espaço urbano. São Paulo: EDUSP, 1997. 310 p.
HAESBAERT, R. O mito da desterritorialização. Do `Fim dos Territórios¿ à Multiterritorialidade. Rio de Janeiro: Bertrand Brasil, 2004.
____________, R. Regional-Global: Dilemas da região e da regionalização na Geografia contemporânea. Rio de Janeiro: Bertrand Brasil, 2010. 208 p.
SAQUET, M. A.; SPOSITO, E. S. (Orgs.). Territórios e Territorialidades: teorias, processos e conflitos. São Paulo. Editora Expressão Popular, 2009."	"CARLOS, A. F. A.; OLIVEIRA, A. U. O. (Orgs.). Geografias das metrópoles. São Paulo: Contexto, 2006. [E-book]
CASTELLS, Manuel. A questão urbana. 4 ed. Rio de Janeiro: Paz e Terra, 1983. 590 p. (Coleção pensamento crítico, v. 48).
OLIVEIRA, M. C. Demografia da exclusão social. Temas e abordagens. Campinas: Unicamp, 2001.
SANTOS, M. A Natureza do espaço: técnica e tempo, razão e emoção. São Paulo: Editora da Universidade de São Paulo, 2006. (Coleção Milton Santos.).
VALENCIO, N. (Org.). Sociologia dos Desastres: construção interfaces e perspectivas no Brasil.  São Carlos: Rima Editora, 2012. 3 v.
VIDAL, L. et al. Sociedades, mobilidades, deslocamentos: os territórios da espera. O caso dos mundos americanos (de ontem a hoje). Confins Revue. Disponivel em: <confins.revues.org/7274. > Acessado em:"
ESZE006-13	Subestação e Equipamentos	2-0-4	Introdução aos Sistemas Elétricos de Potência	Tipos e Arranjos de Subestações; Diagramas; Malha de aterramento; Aspectos da coordenação de isolamento e proteção contra sobretensões; Pára-Raios; Chave Fusível; Transformadores de Medição; Chaves Seccionadoras; Fusíveis; Relês de Proteção; Disjuntores; Transformadores de Potência; Capacitores; Regulador de Tensão; Religadores Automáticos; Isoladores.	"BARIONI, C.C., SCHMIDT, H.P., KAGAN,N., ROBBA, E.J., Introdução a sistemas elétricos de potência, 2ª Ed., São Paulo: Edgard Blucher, 2000.
MAMEDE Filho,J., Manual de Equipamentos Elétricos,  3ª edição, Editora LTC, 2005
MAMEDE Filho,J, Instalações Elétricas Industriais, Editora, vol 7."	"HOFFMANN, B., Digitalização de subestações. São Paulo: Inepar Equipamentos e Sistemas, 2000.
MEDEIROS,S., Medição de Energia Elétrica, 2a edição, Editora da Universidade Federal do Pernambuco, Recife, 1980.
D'AJUZ, A., Equipamentos elétricos: Especificação e aplicação em subestações de alta tensão. Rio de Janeiro: Furnas, 1985. Disponível no site http://www.furnas.com.br.
GÓMEZ-EXPÓSITO, Conejo, Cañizares, Sistemas de Energia Elétrica ¿ Análise e Operação. Editora GEN, LTC, 2011
FITZGERALD, A. E.; C. KINGSLEY,C., UHMANS,S. , Máquinas Elétricas , 6ª edição, Editora BOOKMAN, 2006."
ESZE005-13	Supervisão e Confiabilidade de Sistemas Energéticos	3-1-4	Não há	A disciplina tem como objetivos: apresentar aos alunos as principais funcionalidades de sistemas de supervisórios e a sua relevância em processos energéticos; apresentar metodologias de avaliação de processos mediante a quantificação de variáveis de desempenho e robustez; apresentar ferramentas científico-tecnológicas utilizadas em sistemas de supervisão (sistemas híbridos, sensores inteligentes, etc.). Os principais tópicos a serem abordados são: Automação de processos de geração e conversão de energia; Sistemas de Monitoração; Sistemas de Supervisão; Detecção de falhas, predição e prognóstico; Aspectos Práticos: Tecnologias de sensoreamento e atuação em processos energéticos, sistemas de redundância, inteligência artificial.	TURNER, Wayne C; DOTY, Steve. Energy management handbook. 6 ed. New York: CRC Press, 2007. 909 p.	JANNUZZI, G.M. e SWISHER, J.N.P., Planejamento Integrado de Recursos Energéticos: meio ambiente, conservação de energia e fontes renováveis. Campinas: Editora Autores Associados, 1997, 246 p.
ESZA015-13	Supervisão e Monitoramento de Processos Energéticos	1-3-4	Automação de Sistemas Industriais	Automação de processos de geração e conversão de energia, O papel dos sistemas de supervisão em processos de conversão de energia, Funções Avançadas de Automação: Diagnóstico, detecção e recuperação de falhas, Supervisão e controle tolerante a falhas, Sistemas de Supervisão, Classificação de falhas: falhas multiplicativas, aditivas e falhas em componentes, Sistemas de diagnóstico baseados em modelo, Falhas dependentes do tempo e modelos básicos de falhas, Métodos de Detecção de Falhas: Avaliação de limites, Equações de Paridade, Modelos de Processos e Modelagem das Falhas, Detecção de Falhas com Métodos de Identificação de Processos, Detecção de Faltas com Observadores de Estado e Estimadores de Estado.	"GROOVER, Mikell P.; Automação industrial e sistemas de manufatura. 3 Ed., São Paulo, Pearson Prentice Hall, 2011.
NATALE, Ferdinando; Automação industrial. 9.ed. São Paulo: Érica, 2007.
ISERMANN, Rolf; Fault-Diagnosis Applications, Springer, 2011."	"GERTLER, Janos; Fault Detection and Diagnosis in Engineering Systems, CRC Press; 1998.
WOODS, Robert L; LAWRENCE, Kent L. Modeling and simulation of dynamic systems. Upper Saddle River, N.J: Prentice
SAMANTARAY, Arun K.; BOUAMAMA, Belkacem Ould; Model-based Process Supervision - A Bond Graph Approach, Springer-Verlag London Limited, 2008.
CHIANG, L.H.; RUSSELL, E.L.; BRAATZ, R. D.; Fault Detection and Diagnosis in Industrial Systems, Springer, 1st ed. 2001.
CASSANDRAS, Christos G.; LAFORTUNE, Stephane; Introduction to discrete event systems. 2nd ed.. New York, N.Y: Springer, 2008."
ESHR019-13	Surgimento da China como potência mundial	4-0-4	RI & Globalização	História política da China. Confronto com o ocidente no século 19. Revolução 1949. China na Guerra Fria. Novo rumo a partir de 1978. Diplomacia de ping-pong dos EUA. Formação de uma nova fronteira de acumulação do capitalismo global. Reintegração da diáspora chinesa. Abertura para Investimentos Externos Diretos. Trajetória de crescimento e ascensão. Formação de uma área de produção e comércio asiática. Participação da China nos fóruns internacionais. China e os Direitos Humanos. Conflitos em torno do Mar da China. Política Chinesa na África. Política Chinesa na America Latina: oportunidades e ameaças.	"ACHARYA, Amitav, BUZAN, Barry (Edit). Non-Western International Relations Theory: perspectives on and beyond Asia. Oxon: Routledge, 2010. ISBN: 978-0-415-47473-3
ARRIGHI, Giovanni. Adam Smith in Beijing: lineage of the 21st century. Brooklyn/ London: Verso, 2009. ISBN: 978-1-844672981.
EICHEGREEN, Barry; GUPTA, Poonan; KUMAR, Rajiv. Emergent Giants: China and India in the World Economy. Oxford University Press, 2010. ISBN: 978-0-19-957507-7
LEÃO, Rodrigo Pimentel Ferreira; PINTO, Eduardo Costa; ACIOLY, Luciana. A China na nova configuração global: impactos políticos e econômicos. Brasília: IPEA, 2011. ISBN: 978-85- 7811-119-9"	"BRAUTIGAN, Deborah. The Dragon´s gift: the real story of China in Africa. Oxford/New York: Oxford University Press, 2011. ISBN: 978-0-19-955022-7
EICHEGREEN, Barry; WYPLOSZ, Charles; PARK, Yung Chul. China, Asia and the new world economy. Oxford University Press, 2008. ISBN: 978-0-19-923588-9
FRANK, Andre Gunder. ReOrient: global economy in the Asian Age. Berkeley/ Los Angeles: University of California Press, 1998. ISBN: 978-0-520-21474-3
FUNDAÇÃO KONRAD ADENAUER (Org). China por toda parte. Rio de Janeiro: Fundação Konrad Adenauer, 2006. ISBN: 85-7504-101-0
PANNIKAR, K.M. Asia and Western Dominance: A Survey of the Vasco Da Gama Epoch of Asian History, 1498-1945. ACLS Humanities E-Book, 2008. ISBN: 978-1597406017"
ESZT014-13	Sustentabilidade e Indicadores	4-0-4	Não há	Indicadores como instrumentos de gestão para a sustentabilidade. A utilização de indicadores para políticas, planos, projetos e processos. A sustentabilidade como desafio, paradigma e conceito em políticas, planos, projetos e processos. A evolução dos indicadores aplicados à sustentabilidade. Indicadores de sustentabilidade: parâmetros, aplicabilidade, deficiências e possibilidades de utilização. O papel da informação e da mídia para a utilização de indicadores na gestão da sustentabilidade. Desenvolvimento de indicadores. Estudos de caso.	"GIBSON, R. B. et al. Sustainability Assessment: Criteria, Processes and Applications. London: Earthscan, 2005.
VAN BELLEN, H. M. Indicadores de Sustentabilidade. Uma análise comparativa. Rio de Janeiro: Editora FGV, 2005.
VEIGA, E. (Org.). Economia Socioambiental. São Paulo: Editora SENAC São Paulo, 2009"	"FERREIRA, L. C. Indicadores político-institucionais de sustentabilidade: criando e acomodando demandas públicas. Revista Ambiente & Sociedade, ano III(6/7), 2000. 15-30. 
IBGE. Indicadores de Desenvolvimento Sustentável: Brasil 2004 (IDS 2004). IBGE. Rio de Janeiro, 2004. p. 389 disponível em http://www.ibge.gov.br/home/geociencias/recursosnaturais/ids/ids2010.pdf
JANNUZZI, P. d. M. Considerações sobre o uso, mau uso e abuso dos indicadores sociais na formulação e avaliação de políticas públicas municipais. RAP - Revista de Administração Pública, 36(1), 51-72, 2002.
NILSSON, J.; BERGSTRÖM, S. Indicators for the Assessment of ecological and economic consequences of municipal policies for resource use. Ecological Economics, 14(3) 175-184, 1995.
YOUNG, O. R. The Institutional Dimensions of Environmental Change. Fit, Interplay, and Scale. Massachusetts: The MIT Press, 2002."
ESHR901-13	TCC de Relações Internacionais I	0-2-6	Metodologia de Pesquisa em Relações Internacionais	O trabalho de conclusão de curso deve estar voltado preferencialmente para uma das quatro áreas de concentração do Bacharelado em Relações Internacionais e ter a orientação de um docente credenciado ao curso, podendo ser aceitos orientadores não credenciados ao curso e externos à UFABC, após avaliação e autorização da coordenação da disciplina. O trabalho de conclusão de curso poderá ser apresentado em duas modalidades: monografia ou artigo científico – sendo a segunda opção válida somente para discentes que tenham concluído uma iniciação científica. Ao final da disciplina, o discente deverá indicar, em comum acordo com o professor orientador, a modalidade em que o trabalho será apresentado e, ainda, apresentar um relatório parcial de pesquisa com um cronograma das atividades a serem desenvolvidas na disciplina TCC de Relações Internacionais II. Caberá ao professor orientador avaliar o trabalho e atribuir o respectivo conceito final na ficha de avaliação da disciplina, a ser entregue posteriormente ao professor coordenador do TCC.	A ser definida com o orientador.	A ser definida com o orientador.
ESHR902-13	TCC de Relações Internacionais II	0-2-6	TCC de Relações Internacionais I e Metodologia de Pesquisa em Relações Internacionais	O trabalho de conclusão de curso deve estar voltado para uma das quatro áreas de concentração do Bacharelado em Relações Internacionais e ter a orientação de um docente credenciado ao curso, podendo ser aceitos orientadores não credenciados ao curso e externos à UFABC, após avaliação e autorização da coordenação da disciplina. O trabalho de conclusão de curso poderá ser apresentado em duas modalidades: monografia ou artigo científico – sendo a segunda válida somente para discentes que tenham concluído uma iniciação científica. Caso o discente e o professor orientador tenham optado por elaborar uma monografia, este último deverá sugerir o nome de um professor credenciado da UFABC ou um convidado externo da área de conhecimento referente ao trabalho para compor a banca. Após a defesa da monografia, a banca se reunirá para definir um conceito, que será divulgado para o aluno no mesmo dia da defesa. Caso tenham optado por elaborar um artigo científico, para avaliação deste deverá ser designado um co-avaliador, preferencialmente externo à UFABC e de reconhecido prestígio na área. Caberá ao professor orientador, tanto na modalidade monografia quanto artigo científico, preencher uma ficha de avaliação final da disciplina, que deverá ser entregue ao Coordenador do Curso.	A ser definida com o orientador.	A ser definida com o orientador.
NHZ1081-13	Técnicas Aplicadas a Processos Biotecnológicos	4-2-4	Não há	"Processos ""Upstream"" e ""Downstream"". Processos de purificação industrial (filtração, cromatografia, ultrafiltração, clarificação). Métodos de avaliação de produtos: eletroforese, FPLC, HPLC, ensaios imunoenzimáticos (ELISA). Produção e avaliação de soros, vacinas e biofármacos. Noções e aplicação biotecnológica da biologia molecular e biotecnologia cecular. Microscopia Eletrônica em Biotecnologia."	"AQUARONE, E. et al. Biotecnologia industrial: biotecnologia na produção de alimentos. São Paulo: Blucher, 2001. v. 4. 523 p.
BORZANI, W. et al. Biotecnologia industrial: Engenharia bioquímica. São Paulo: E. Blucher, 2001. v. 2. 541 p.
LIMA, U A. et al. Biotecnologia industrial: Processos fermentativos e enzimáticos. São Paulo: Blucher, E. 2001. v. 3. 593 p."	"BEGA, E. A. Instrumentação indústrial. 2.ed. Rio de Janeiro: Interciência: IBP, 2006. 583 p.
DYKE, K V; DYKE, C V; WOODFORK, K. Luminescence biotechnology: instruments and application. New York: CRC press, 2002. 597 p. (Biological sciences).
HUGHES, M P. Nanoelectromechanics in engineering and biology. Boca Raton: CRC Press, 2003. 322 p. (Nano- and microscience, engineering, technology,).
MCMILLAN, G K; CONSIDINE, D M. Process/industrial instruments and controls handbook. 5th ed. New York: McGraw Hill, 1999.
SALITERMAN, S. Fundamentals of bioMEMS and medical microdevices. Hoboken, NJ: Wiley-Interscience, 2005."
MCZA050-15	Técnicas Avançada de Programação	4-0-4	Estruturas de Dados I	Apresentação dos conceitos e resolução de problemas envolvendo estruturas de dados, grafos, backtracking, programação dinâmica, ordenação, combinatória, teoria dos números e aritmética e strings.	"Cormen T. H et al., ""Algoritmos: Teoria e Prática"". Rio de Janeiro: Editora Campus, 2a edição, 2002
Karumanchi N., ""Data Structures and Algorithms Made Easy: Data Structure and Algorithmic Puzzles"". Careermonk Publications, Second Edition, 2011
Leskovec J. et al., ""Mining of Massive Datasets"". Cambridge University, Second Edition, 2014"	"S. S. Skiena, The Algorithm Design Manual, Springer; 2nd edition, 2011. (ISBN-10: 1848000693, ISBN-13: 978-1848000698)
Shen, Algorithms and Programming: Problems and Solutions, Springer; 2nd ed. Edition, 2009. (ISBN-10: 1441917470, ISBN-13: 978-1441917478).
McDowell G.L., “Cracking the Coding Interview: 150 Programming Questions and Solutions”. CareerCup, 5th Edition, 2011.
Aziz A. et al., “Elements of Programming Interviews: The Insiders' Guide”. CreateSpace Independent Publishing Platform; 1st edition, 2012.
Manning C.D. et al., “Introduction to Information Retrieval”. Cambridge University, 2008."
ESTS010-13	Técnicas de Análise Estrutural e Projeto	3-1-4	Mecânica dos Sólidos	Técnicas de análise de estruturas complexas e o papel das propriedades dos materiais no projeto estrutural, nas falhas e na longevidade. Princípio da Energia em analise estrutural e aplicações em estruturas estaticamente indeterminadas. Matrizes e método de elementos finitos aplicados para barras, hastes e elementos planos bi-dimensionais. Materiais estruturais e suas propriedades. Metais e compósitos. Modos de falhas estruturais. Critérios de escoamento e fratura. Formação de trinca e mecanismos de fratura. Fadiga e projeto para longevidade. Exemplos de projetos estruturais.	"SORIANO, H. L. Método de Elementos Finitos em Análise de Estruturas. São Paulo: Edusp, 2003.
MEGSON, T. H. G. Aircraft Structures: for Engineering Students. 4. ed. Amsterdam: Elsevier, 2007. 
TIMOSHENKO, S. P.; GERE, J. M. Mecânica dos Sólidos, Vol. 2. Rio de Janeiro: LTC, 1989."	"ALLEN, D. H.; HAISLER, W. E. Introduction to Aerospace Structural Analysis. New York: Wiley, 1985.
ASSAN, A. E. Métodos Energéticos e Análise Estrutural. Campinas: Editora da Unicamp, 1996.
BRUHN, E. F. Analysis and Design of Flight Vehicle Structures. Cincinnati: Tri-Offset, 1973.
CURTIS, H. D. Fundamentals of Aircraft Structural Analysis. New York: McGraw-Hill, 1997.
HIBBELER, R. C. Structural Analysis. New Jersey, EUA: Prentice Hall, 2008.
MCCORMAC, J. C. Análise Estrutural Usando Métodos Clássicos e Métodos Matriciais. Rio de Janeiro: LTC, 2009.
POPOV, E. P. Introdução à Mecânica dos Sólidos. São Paulo: Editora Blücher, 1978.
SHAMES, I. H.; PITARRESI, J. M. Introduction to Solid Mechanics. 3.ed. New Jersey, EUA: Prentice Hall, 1999."
